Comment,Time,Reply Count
It shows that slavery never vanished,2022-11-25T07:50:44Z,0
Johnny need to continue with this journal because you bring out truth this happens in Dubai as well so shocked World Cup was awarded to them….FIFA knew when Doha awarded World Cup stadium had to be built by slave Labour….😢😢😢,2022-11-25T07:46:14Z,0
Modern day slavery in the middle east and happens in the big country north of Nepal and NK as well.,2022-11-25T07:38:43Z,0
lies more lies,2022-11-25T07:30:36Z,0
"Some of these middle eastern countries and asian countries should not host events like this world cup, FIFA, and the olympic cause of the lack of humans rights. sorry not sorry",2022-11-25T07:24:45Z,3
@Mc Knight sorry i didn't notice that earlier,2022-11-25T08:43:18Z,
@Ñ  Sorry meant to say some,2022-11-25T08:20:15Z,
"Korea,Japan,Singapore is fine tho
They respect human right",2022-11-25T07:59:48Z,
Sounds like Dubai. Modern day slavery.,2022-11-25T07:22:12Z,1
yeah keep jealosing kid nobody cares,2022-11-25T21:29:25Z,
#boycottsoccer #boycottfootball #soccersupporterssatanic,2022-11-25T07:18:56Z,0
This is why i boycott FIFA world cup this year. Eventho i love football.,2022-11-25T07:18:07Z,0
What about rail road in america how many workers died not only in qatar also in  western countries workers are died in to manny  project first check them then talk about qatar,2022-11-25T07:04:16Z,2
"Thats a long time ago bro 😂, how about u accept ur mess and carry on",2022-11-25T10:27:08Z,
You mean 200 years ago?,2022-11-25T10:15:27Z,
this suffering started since the day Qatar has won the bid.. but why did you post all this shit just during this world cup ??  waited this long just to cash in world cup fever??   feel bad and sorry for these poor workers though.,2022-11-25T07:01:53Z,0
"You are right, wrong has happened with the laborers.",2022-11-25T07:01:49Z,0
"Devil’s Advocate here— how is this different than undocumented South American workers in 🇺🇸? They live in fear of being deported, do manual labor that 🇺🇸 citizens think is beneath them, are paid lower wages, live in large groups because they can’t afford housing on their own, have to pay fees to traffickers that smuggled them to 🇺🇸, some of them die horrible deaths in the back of trucks in transit to 🇺🇸, and I’m sure they’re threatened with deportation either explicitly or implicitly by their bosses. I’m sorry, but it’s difficult to take the moral highground against Qatar’s immigrant labor practices, what they’re doing is just a different flavor of what we do in our country.",2022-11-25T06:56:14Z,3
"@DOC WYLDE And it wasn’t state-sanctioned: Qatar pays lip service to workers rights the same way the USA does, the exploited workers in both countries have many resources at their disposal to ensure their basic human rights remain in tact…at least on paper. Only difference is Qatari bloggers aren’t trying to get the scoop on US exploitation of workers the same way our bloggers do.",2022-11-25T14:40:35Z,
"@DOC WYLDE So if Lisa cheats on Sam, and Bethany cheats on Michael, then Bethany can judge Lisa for cheating on Sam because Bethany never cheated on Sam. That’s sound logic? The main difference between 🇺🇸 and 🇶🇦 is we’ve been exploiting people since the 1700’s, whether it was African Slaves in the South, European immigrants losing limbs in factories during the Industrial Revolution, or Mexican/Guatemalan migrants cleaning your hotel toilet today; Qatar just recently started this, but we’ve been enjoying the benefits of cheap exploitable willing workers far longer. Bethany shouldn’t judge Lisa because everybody knows she’s been cheating on Michael far longer.",2022-11-25T14:25:58Z,
"The subject here is that the 2022 World Cup infrastructure was built by state-sanctioned slave labor, many of whom died in their efforts. Yes, America has its own appalling problems, but they don't pertain to this current World Cup.",2022-11-25T10:21:27Z,
"can you 
just enjoy the world cup like everyone else?",2022-11-25T06:54:55Z,0
"Qatar is only doing what white nations did for YEARS, I just find it funny whenever whites try to rage against this tho I appreciate it but still just find it a bit ironic, this comes from an indian btw",2022-11-25T06:51:52Z,3
"@DOC WYLDE I know, I'd even argue that the Arab slave trade was  more far damanging to the local populations and to the slaves, than the Atlantic one.",2022-11-25T10:27:29Z,
"@GymRat Arabs have always been slave traders, this is nothing new for them.",2022-11-25T10:22:52Z,
"Yeah, lot of countries did a lot of wrong things in the past, but that does not justify doing these bad things yet again ? 
Slavery was legal in most of human history, does that make it right, for the countries who did not partake on slavery to start now, just for the sake of it ?",2022-11-25T09:24:10Z,
#Qatar Is Best Area,2022-11-25T06:51:28Z,0
Can someone tell me what's the nationality of the companies and enterprises who are responsible of building those facilities in Qatar ?!,2022-11-25T06:50:39Z,1
Pretty sure they only did so under Qatari approval.,2022-11-25T10:24:27Z,
Are we getting an established titles scam video jhonny?? You owe the people that,2022-11-25T06:41:53Z,0
"There’s truth to this, but the way it was reported is misleading. Either you are not aware of the entire facts or you’re just choosing to ignore it as part of the hypocritical western agenda, either way, do better.",2022-11-25T06:37:01Z,0
Stop with these narratives that you guys pickup from the western media. Utter BS. As if we in the west are so perfect,2022-11-25T06:27:17Z,0
Modern slavery happens in every countries too,2022-11-25T06:23:48Z,0
I cant believe u told that guy to shoot in 4k...,2022-11-25T06:22:18Z,0
Geh,2022-11-25T06:08:14Z,0
Support,2022-11-25T06:07:05Z,0
well that was depressing 😢,2022-11-25T06:06:36Z,0
I have worked in UAE for over 10 years.. people choose to live in these conditions to save money so they can take care of 10 family people back home.. including me off course... i have also lived in these conditions but this was not the fault of UAE Government.. it was my own choice to choose to live in a shared acoomdation of 10 people so i could save money for my wedding and my siblings education.... No one forced us to go to UAE or Qatar or any other middle eastern country.. it is the fault of our own country for not providing us better education and opportunities. So blame our own countries  rather than blaming the Arabs for atleast providing us enough money so we could make a life for ourselves and our family...,2022-11-25T06:04:21Z,0
"Why don't you just label this video ""modern slavery in Qatar""?",2022-11-25T05:59:17Z,0
This video needs at least one billion views,2022-11-25T05:57:56Z,0
Nuke em?,2022-11-25T05:52:34Z,0
"Are we seriously dismissing that there are homeless people in major cities sleeping on sidewalks, and focusing on Qatar just because they hosted the World cup ?
Plus you have to understand that these constructions were conducted by foreign companies not the the government itself. The government have to insure the safety by releasing regulation and rules that is all, So the forgein companies are the one to blame for the living and working conditions, being yelled at,These companies  have a time limit, if they don't finish by that due time, they will have to pay a panelty to the gevernment. 

(The blue area) is  called the bachelor area, which usually has high crimes rate, thats why they install surveillance cameras everywhere it is isolated from the city as a solution to protect the families, All these bachelors will get paid and leave Qatar once the work is done.",2022-11-25T05:46:48Z,0
My cousin in in Doha working some menial job. Handsome young man. He was sodomized by his bosses. That’s what I have to say about that. 😢,2022-11-25T05:41:49Z,0
hbk engineering (usa),2022-11-25T05:39:05Z,0
Thanks!,2022-11-25T05:38:20Z,0
Yo you’ve been pushing a scam sponsor,2022-11-25T05:36:20Z,0
is Qatar colonizing India and bringing labor by force? maybe ask a Mexican seasonal worker in a US tomato farm.,2022-11-25T05:33:12Z,2
"@hmmmmmmm  India  have embassy in Qatar, if you lost your passport anywhere in the world you go to your embassy, its not a secret.
 maybe ask a Mexican seasonal worker about life in US tomato farm,  actually you will find on YouTube documentary about it, or maybe ask a Palestinian who clime a wall everyday to go to sneak to his own country and work. lets face it,  this campaign is pure hypocrite and Islamophobia .",2022-11-26T22:33:22Z,
A lot of them can't even leave cause passports have been taken .,2022-11-25T10:27:41Z,
This is an ongoing issue since the beginning of the World Cup 😢😢😢😢 few 1.5- 2 billion people go through shit in life for the masses to enjoy their lives it’s the harsh reality 😢,2022-11-25T05:30:56Z,0
"Unfortunately, this isn't the first time. After Brazil I knew that the same thing would happen with no consequences.",2022-11-25T05:29:18Z,0
"have u seen how the french abusing africans in africa  killing under age in mines,or u dont have the gutts to do so., mJohny which agenda  are you following .",2022-11-25T05:28:38Z,0
"In an ironic way, the world up has highlighted and brought light into the disparities of the haves and the have nots. 

Ironically Qatar is a perfect bedroom to show such disparity.

What the FK will they do with the extra stadiums after the show is over? 
Seems many matches are only 2/3 to 3/4 full.",2022-11-25T05:24:17Z,0
"Please address that you promoted established titles which is a scam. I respect your journalism a lot Johnny, but this is a clear failure of doing your proper due diligence. I'm a big fan and expected a lot better from you tbh. You should be the ones exposing them, not promoting them. They're a chinese company selling fake plots of land in scotland that buyers have no legal ownership over. Their claims about planting trees are also dubious af and they've shown no proof of actually doing it.

Please be better.",2022-11-25T05:22:14Z,0
"Great work Johnny and team, yall are some of the most sincere journalists out there 👏",2022-11-25T05:20:17Z,0
"This has been happening in the rich Arab states for decades. I wish all the poor future migrants would think twice before working anywhere in the gulf states. Maybe then, the gulf states can get their own people to do some of the actual work instead of relying on foreign slave labor.",2022-11-25T05:16:17Z,0
Thanks,2022-11-25T05:15:08Z,0
I do not have the financial means to support you on patron but this journalism means so much to me. Would you be able to do a video on how the British stole/colonized Guyana in the future. It would mean so much to my father to see this examined about his country,2022-11-25T05:13:18Z,0
Why is this investigation so dramatized???,2022-11-25T05:03:11Z,0
WHITE PEOPLE HAVE ZERO PLACE TO HIGHLIGHT OPPRESSION,2022-11-25T05:02:23Z,0
"what a good and informative video, can you also do one with the human right violation that is happening in Gaza that had been done by the Israeli government also ? What Israel Doesn't Want the World to See",2022-11-25T04:59:51Z,0
talking about human while you slave ppl even now with paper nd pen guys slavery still exists,2022-11-25T04:59:31Z,0
"Why they come to Qatar? Is it wrong? Can you compare their real life condition in their home country and Qatar such as food, water, shelter, money. Then will see to blame Qatar or their government? Who is better.",2022-11-25T04:57:09Z,0
It's only a matter of time before Qatar offers you a lot of money to change your story.,2022-11-25T04:51:24Z,0
"thank you, johnny. and to your team ❤",2022-11-25T04:47:13Z,0
This video is incredibly eye-opening to what’s really happening. The side that the news won’t show you. The editing is incredibly well done and the reporting is amazing. Thank you for helping expose the truth that we can’t get anywhere else.,2022-11-25T04:43:59Z,1
"Is it? 70% of the video is him talking to the camera giving us information that we already know and the person he got to video tape in loco, which he spent the first 1/3 of the video dramatizing about, gave him footage of him filming while driving by in an uber. I usually like Johnny's videos but this one is just simply unbearable.",2022-11-25T05:21:39Z,
Lots of love❣❣from Nepal. We all appreciate the work you are doing very much. You're doing a great job and this is the true example of a hero.,2022-11-25T04:39:37Z,0
10:19 just got to this part but this sounds like indentured servitude in the american exploration days to me,2022-11-25T04:35:00Z,0
Great journalism work!,2022-11-25T04:33:25Z,0
"Kinda late to the party here, but this is exactly what is discussed in “The Outlaw Ocean” podcast, slavery at sea and slavery in Qatar seems to be different sides of the same coin. Down to the recruiting fees and passport confiscation and death.",2022-11-25T04:32:43Z,0
Everyone knows it,2022-11-25T04:30:16Z,0
STILL BETTER THAN AUSTRALIA,2022-11-25T04:16:06Z,0
You should look at your countries and criticise them first before looking into others...,2022-11-25T04:15:19Z,1
They don't have slavery,2022-11-25T04:42:25Z,
They get paid and feed 10 times better than there countries they were living as a worker on the minimum cost because they choose to!  they want to save all the money they get to invest it in there countries they are workers who chooses to work they are not slaves being forced into it !,2022-11-25T04:07:21Z,3
Lot of them are trying to leave but can't cause their passports have been taken,2022-11-25T10:29:57Z,
@Superbrokavi2 well they are not slave they are hard working men who knew what are they signing for and they are happy with it they even pay there goverments money and prides just to come and have these job they work for one year and get paid for ten while living for free and eating food they cant afford on there countries so they are not forced at all they can leave any time if they wanted to ! u should talk about all the factories in nepal and vietnam that uses children for pennies insted ..,2022-11-25T06:07:58Z,
"ah yes, a slavery defender",2022-11-25T04:14:59Z,
Best work yet my man,2022-11-25T03:57:31Z,0
"This was very well made, thank you. Only question I have is the woman in the green said her loved one went because he couldn’t afford his medications and later in the video she stated he was always healthy. I wonder if they mistranslated her.",2022-11-25T03:57:14Z,0
"ZMY POINT US ,ALL THIS FUKN WORK TO EXPOSR SOMETHING,HELL WHO KNOWS. BUT WTF ARE U GONNA DO ABOUT IT BRO..
NOTHING!",2022-11-25T03:53:53Z,0
"Doesn’t feel like a World Cup 
I seen people renting tents/mini markers for $100 per night?",2022-11-25T03:44:31Z,0
Why are you wearing a hat inside? Is it that cold?,2022-11-25T03:37:10Z,0
"Allah forbids spending billions of dollars on entertainment when workers' rights are violated. The Arabs themselves do not observe Islam, but they call others to Islam at the World Cup🤦🏻‍♂️ How can Muslims afford such injustice!? Hypocrisy..",2022-11-25T03:35:52Z,1
Thank you for opposing qatar slavery,2022-11-25T04:44:54Z,
"Allah is swift in reckoning. It's amazing how these migrants have not yet taken up edged weapons. A man should have honor, dignity and pride. You cannot afford to be treated so unfairly.",2022-11-25T03:27:12Z,0
Crazy Video Johnny. Shedding light on something Qatar is trying so hard to hide.,2022-11-25T03:14:33Z,0
"Shameful..... 
And these Qataris  have the audacity to question others",2022-11-25T03:09:17Z,0
"All those people who are blaming Qatar must understand these people were chose to come here because their nations could not provide them good paying jobs. As you can understand from comments the Qatar never decriminated people based on their religion or colour as most people claimed to have worked for qatar are not muslims.
I urge Johnny haris to do a video on the plight of immigrants in European countries how they live and how are they treated. Most of the world's problems are created by the west from global warming to nuclear war. So you first get the European countries answer their crimes against humanity then blame qatar",2022-11-25T03:07:46Z,0
Modern day slavery,2022-11-25T03:07:04Z,0
"Please I would like you to do documentary on Biafra Nigerian war and the continuation of genocide against Igbo Biafrans,  and the role Britain 🇬🇧 played in keeping Nigeria 🇳🇬 one.",2022-11-25T03:07:04Z,0
Why are gays so salty?,2022-11-25T03:06:51Z,0
"Oh look, journalism. this is what we should be being informed about

I have little pity for Qatar, they had the money it was only greed that got in the way of a project that could of tied the world together as every worker could of become a spokesperson for them.

what do we get? a bunch of sellouts and a stadium that's going to be useless in a year. ask brasil.",2022-11-25T03:05:42Z,0
best type of journalism i hope many people get to see it and you should definitely publish it,2022-11-25T03:02:46Z,0
If you don’t like Qatar don’t go there,2022-11-25T03:01:55Z,0
"It’s true that working conditions of labours are not good in Middle Eastern countries. And the authorities must act on it and treat labours with much way. And we seen Qatar has worked on it and improved the situation and more need to be done. But question is why only Qatar and not other neighbouring countries with similar situation or worse. is that  just because they good relation with other countries? And now question is does western countries have moral authority to criticise Qatar or other countries? As we can see most of the labours are from India, Pakistan, Nepal and Bangladesh. Why people of these countries migrate to gulf countries despite knowing such situations? It’s because, at least they earn here better than their own country and the able to support their family and build foundation of their family for future growth. And now question is why only Middle Eastern countries and not western countries? It’s simple because western countries don’t entertain these labours at all, forget about employment, they don’t even give them tourist visa easily if they ever think to apply. So now tell me who is bigger criminal here? The one who close the doors, so you cannot enter or the one who permits you to enter with some hardship and fulfil your needs and let you to dream again. 

I’m not justifying the hardship of labours and not supporting the treatment of gulf countries but questioning the hypocrisy of west. 

I personally have witness these situations So I’m in much better condition to comment on it.",2022-11-25T02:59:49Z,0
It would be great to see completely non biased journalism that tells it how it is become the norm.,2022-11-25T02:57:17Z,0
"Not to hurt you Johnny, but this is not something new, this is what happens when a country/state tries to grow in a very short period of time right !! There are tons of articles/documentaries/videos on the dark side of  Dubai or any other rich Middle East country and its famous labor exploitation, I am sure you are aware of that too. Just that Qatar is in the limelight right now thanks to 'The World Cup'.",2022-11-25T02:54:57Z,0
Can you do a documentary of the white and black neighborhoods in Chicago?,2022-11-25T02:53:36Z,0
"Haters will hate and find a reason or create one, at least it's still away better than your brutal history ...",2022-11-25T02:48:06Z,2
"@on youtubeuser fall for same propaganda, it's cycle of hate will not get anyone in better place...",2022-11-26T03:38:41Z,
its not just white people highlighting how horrible this is,2022-11-25T05:18:22Z,
If these westerns really care about these people you would give them an alternate way of earning livelihood but sadly you only want to spread your agendas and use us for that.,2022-11-25T02:35:02Z,1
"his job is to inform, which is the first step for people to get help",2022-11-25T05:19:33Z,
Just film with some damn google glasses or those rayban camera glasses forget the 8k footage easier and more discrete,2022-11-25T02:32:33Z,0
So you mean these ppl had air-conditions systems back home in India and Africa were wether is also like 50c dgrees .. ..,2022-11-25T02:30:34Z,0
Truly inspiring bro.,2022-11-25T02:26:47Z,0
😂😂😂😂😂 could not buy this I’m sorry! Please make videos how Europeans and west f*ed up  the whole Middle East? How many innocents peoples they ki-lled just to steal away their oil and gas? 😢😢😢 Shame on you,2022-11-25T02:24:05Z,5
Why Harris is not making videos about the action of Israel in Palestine 🇵🇸??????,2022-11-26T09:49:26Z,
@Hibik this is what you was actually aprooving lol,2022-11-25T21:35:46Z,
@Md Habibullah That's not what I said or implied.,2022-11-25T18:44:52Z,
"@Hibik Irrelevant? So, there is no human right for the people who get ki*lled by EU or West on your BOOK?",2022-11-25T16:16:11Z,
"nice whataboutery, you're defending human rights atrocities and talking about something irrelevant to this issue. Shame!",2022-11-25T02:59:09Z,
"This is half truth in this video just to appease with western media and their hypocrisy. Next time make video on migrant situation in Europe. Also, make video on all destroyed middle eastern countries by western wars and all the refugee dilemma. What about temporary foreign workers program in western countries?

Also, governments of these migrant countries should also be held responsible for allowing the recruitment right? If this is happening for long time... I'm sure they are all involved so please blame them aswell and no double standard. These people went there to work by their own choice and if they knew that people are treated bad etc and still going then I dont believe this was going on for long time.",2022-11-25T02:09:39Z,1
Your defending human right atrocities in qatar if that's human rights that middle east got it should have got,2022-11-25T04:56:37Z,
"Side note: Proud of Johnny for saying ""football"" as an American.",2022-11-25T02:00:06Z,0
Sounds like California,2022-11-25T01:56:19Z,0
"No LBBT rights, No beer, Visa for Zakir Nayak who is banned,  Human rights violation, no journalism",2022-11-25T01:53:17Z,0
Show us how you paid the asians used,2022-11-25T01:47:14Z,0
Kafalla view how did you enrich there lives,2022-11-25T01:46:26Z,0
Bots on comments we resource intensive and facts on immigrants modern slavery in uk and usa ur just sand soponserd ciz Niddle east makes expensive 4 U,2022-11-25T01:45:06Z,0
Shame youll earn and uk / us will still waste immigrant shame shame shame,2022-11-25T01:42:09Z,0
"As a Muslim, I'm so ashamed of the gulf countries, Islam taught us specifically not to do these things. Those horrible people will burn in hellnfor thousands of years.",2022-11-25T01:39:42Z,2
@Maeez Khalifa you're welcome :),2022-11-25T13:47:58Z,
Thank you for standing for immigration,2022-11-25T04:57:26Z,
"Slave labor, no women's rights, no women's soccer..a medieval society who struck lucky with oil and could buy a World Championship..",2022-11-25T01:26:08Z,0
What has been done cannot be undone. The only thing we can hope for is that the families that have lost their loved ones get the compensation as promised so the kids can get proper education and not meet the same fate in future.,2022-11-25T01:24:36Z,0
You should of got him a hide camera gadget,2022-11-25T01:23:34Z,0
Thanks!,2022-11-25T01:13:15Z,0
"TBH, football fans don't care about the politics and other sh*t about this world cup. They only care about the game results and the idea that a lot of football legends will be their last world cup.",2022-11-25T01:06:27Z,2
@Aidan Miller exactly its really sad,2022-11-25T05:21:50Z,
caring about your own entertainment rather than the lives of others is crazy. People gotta learn to be grateful that they weren’t born into a system like this,2022-11-25T01:44:05Z,
"lesa shows the poor part of qatar. gonzalez catar.
 he has a good channel showing things no other places shown. go check it",2022-11-25T01:06:20Z,0
"It’s not a force , these workers gets ten times compare to work back home why are they working there in the first place no one’s forced them or chained them to work they want to make money .",2022-11-25T00:55:49Z,2
@Maeez Khalifa i don't thing there is any truth in this bullshit this is all lies spread by rumours,2022-11-25T21:37:22Z,
Your defending slavery how bad moral standard can be,2022-11-25T05:03:39Z,
Can you do one of this documentaries for America,2022-11-25T00:46:23Z,0
Very Good video!! Helpless poor laborers found a voice!👍👍,2022-11-25T00:29:48Z,0
Oh yeah they gonna assassinate this ninja,2022-11-25T00:26:30Z,0
Can you talk about isreal is doing to palestiniens and what they hiding from media mr i know everything,2022-11-25T00:25:51Z,0
Thanks!,2022-11-25T00:13:26Z,0
Thank you we  need  to prayer,2022-11-25T00:03:24Z,0
This is modern day slavery or indentured labour.,2022-11-24T23:50:05Z,0
"Why don’t Johnny makes a video showing other side of America, which is not all glittery as it is posed in international media",2022-11-24T23:43:15Z,1
because he doesnt need to. that is talked about so much that many americans say that the american media hates the country.,2022-11-25T05:23:02Z,
"Ok yes there is something going on in the industrial areas but I have been living here for 10 years already and every time we would come in contact with a worker we would always greet them really nicely and sometimes we would go around in the summer and give them big bottles of cold water and you know I haven't heard you mention once that there are different industrial working companies such as Ashgal. Ashgal always ensure that the cities are kept clean and tidy whilst keeping in mind the state of their workers or should I say employees since workers is a bit harsh. In my ten years of being here I have been all over this small country since it only takes 3hrs to drive from top to bottom and let me tell you this man took you the sh;tiest place ever ever that actually are not livable in and also I see you other video here on my sugesstions on How Qatar bought the world cup, Listen if you can Habibi why not I don't see any problem in that. So thanks for making Qatar look like the sh;tiest place ever to 🖕",2022-11-24T23:33:07Z,1
Your defending slavery is that your moral code,2022-11-25T05:06:48Z,
"Okay  my question to you guy. How people are living in western countries? Who created racism? Western wants to apply their cultures but don't want to know about others. In the name of religion, what kind life Muslim people are living in western countries? When you point one finger at someone, three fingers back to you. 
People are dying in USA prisons by guards and policemen everywhere. Why don't you guys solve your country's problems before talking about other countries's issue? Lol",2022-11-24T23:25:39Z,1
"Muslims, although yes they experience for prejudice, in  the western world have human rights, and equal opportunity. In Qatar people do not.  People are exploited, and die because of working conditions, they have NO human rights, and are slaves.",2022-11-24T23:42:59Z,
A lot of false statements and feedback from media.,2022-11-24T23:19:55Z,2
@on youtubeuser you wrong..for sure 🤫🤫🤫,2022-11-25T12:53:48Z,
wrong,2022-11-25T05:24:23Z,
*NETFLIX IS NOT HAPPY WITH THIS VIDEO*,2022-11-24T23:19:49Z,1
How did you know?,2022-11-25T08:47:57Z,
"Johnny I’ve been following you since your vox days. We shared similar interest, borders,maps. Since I was a child I use to read the atlas when it was story time or grab a book time. Learning about cultures history of peoples. I use to love your videos, admired your work and also your maps. 
This current topic of Qatar is also a issue of importance but there are many other issues in the world also, maybe Qatar let’s people come to there country and work, where they would never have imagined to earn as much in there own. 
Take for example Europe’s policy on immigration, migrants dying at sea forget about being able to work and have a place to sleep. 
Maybe a persons life experiences shapes there bias.",2022-11-24T23:19:19Z,1
"Whataboutism. 
there are also people defending those immigrants too and helping them, but the issue is not the same at all, qatar is worse and its time for them to do something.",2022-11-25T05:26:31Z,
This is accurate information.,2022-11-24T23:03:04Z,0
"That's in every Arab nation, they are used to having servants from poor nations like Philippines, India and Pakistan and other countries. That's not a secret, also when children are born with abnormalities they are vanished.",2022-11-24T23:02:36Z,0
Gross! Unethical Qatar government.,2022-11-24T23:02:03Z,0
Johny you hold a great power of voice. You should be more careful when to speak. You should identify the agenda that a baised media is pushing. I don't deny that workers are treated like dogs there and there should serious consequences for the Qatari govt. But its wrong to hold a country accountable when they are hosting an huge event. I mean qatar was exploiting the workers way before you heard its name for the first time in your life...but was it important to bring the light to this issue at this time when all the mainstream media start pushing to defame Qatar? I thought you were different disappointed,2022-11-24T23:01:55Z,0
"I always knew that the Middle East was corrupt. It isn‘t only Qatar, everyone is doing it. Saudi Arabia: Neom. UAE: Dubai. And a bunch more. You just scratched the surface, and the worst part is that we don‘t know about it.
and keep up this work, show the world the reality of these countries.",2022-11-24T22:59:32Z,0
"I really really sucks, but I'm afraid we live in a world that doesn't care.",2022-11-24T22:57:43Z,0
Had a Qatar ad on this vid lmao,2022-11-24T22:50:58Z,0
and you still have bunch of muslims online attacking people like Johnny and screaming western propaganda...,2022-11-24T22:49:37Z,0
"I was just looking at subscibing to a streaming service to watch all the WC games. 
I happened to stumble on this.
I'm going to pass on adding a service. 
I'll just do something more productive with my time/money.",2022-11-24T22:45:06Z,0
Wow!,2022-11-24T22:45:04Z,0
"From the station you're sitting at to the equipment you use and clothes you wear, it's all made of sweat and hard labour work. I see nothing wrong in hiring people to do some work.",2022-11-24T22:45:00Z,7
What's of the millions of lives lost in the process of building the west's culture?,2022-11-26T11:56:17Z,
@Spunk googler I am just allergic to hypocrisy. I would like yo see him putting the same effort in exposing the corruption of the west.,2022-11-25T18:33:33Z,
@Spunk googler I am on neither sides. I am on justice side.,2022-11-25T18:28:12Z,
@Ahmed Sa'eed how come a minute ago you didn’t see an issue with it now you’re calling it slavery? You can’t be on both sides,2022-11-25T17:01:15Z,
The capitalism is nothing but modern salvery,2022-11-25T09:13:02Z,
"Yes, how about treating them and paying them, according to their work? That's all you need to do, as an employer.",2022-11-24T23:58:27Z,
"It’s not hiring, it’s slavery.",2022-11-24T23:43:55Z,
"Call me crazy, but I wish my country implemented this model as well. It's absolutely amazing! Qatar is smart",2022-11-24T22:41:41Z,2
you will get what you deserve. we are praying on your downfall,2022-11-25T05:28:23Z,
Where are you from.?,2022-11-25T04:23:17Z,
"The more you touch your face, the more genuine you seem.",2022-11-24T22:40:47Z,1
What do you mean?,2022-11-25T08:49:41Z,
"Hold on a minute, the only reason corrupt Qatar did all this is because an astonishing corrupt FIFA awarded them this world cup",2022-11-24T22:39:14Z,0
Modern slavery innit. Pretty sure Dubai does the same.,2022-11-24T22:35:19Z,0
Keep crying about it,2022-11-24T22:29:44Z,1
Sure nerd,2022-11-25T01:12:11Z,
"This is nothing new. See also Dubai, Brazil. This is happening in different countries. Nothing is going to change that.",2022-11-24T22:27:05Z,0
"نصف المعلقين عاشوا في قطر 😂😂
كنت اظن ان قطر عربيه",2022-11-24T22:21:27Z,0
I dont care i just wanna watcg the world cup,2022-11-24T22:20:04Z,0
Stuff like this makes me want to be a journalist,2022-11-24T22:20:00Z,0
We need to share this as much as possible & retaliate against fifa. This needs to be shown to hundreds of millions of folks online,2022-11-24T22:18:12Z,1
hypocrites,2022-11-25T01:24:43Z,
"قطر افضل دوله  تراعي مصالح جميع العاملين هناك. 
لدي اناس اعرفهم يعملون هناك وحالتهم الماديه والنفسيه جيده جداً 

#كلنا_قطر",2022-11-24T22:16:31Z,1
D rider,2022-11-25T01:12:37Z,
good shit Johnny,2022-11-24T22:07:49Z,0
Qatar is hiding your cant face,2022-11-24T22:05:37Z,0
"@Johnny Harris ,Good job brother",2022-11-24T22:03:37Z,0
GREAT AMAZING REPORT,2022-11-24T22:03:11Z,0
"Johnny, if you are all concerned about the immigrant workers in Qatar, why don't you lobby for them to come the US, or wherever you live. So you know those immigrant workers were coming to Qatar for decades, what prompted you to start your investigation now. You and the leftist whom are crying about the why can't  we fly the LGBTQ flag. That is not YOUR COUNTRY and YOU HAVE NO FREAKING BUSINESS ON WHAT THEY DO.",2022-11-24T22:01:54Z,1
"that is not his job or responsibility. because someone cleans your car for free does not mean they must now clean your home for free.

Also, even if you cry about lgbtq protests, lgbtq people will always exist in qatar no if matter people like it or not. 

The world is changing, and people like you will see hell while we laugh",2022-11-25T05:33:11Z,
It would be amazing if countries just said fck this we wont play. I still hope my country just went home at a crucial moment to ruin there wk.,2022-11-24T21:55:47Z,0
"Hilarious how we're getting morality lessons from a white westerner who's forgotten how blood is on their hand for colonizing most of the world. Get your white men's superiority complex out of here. Your Hypocrisy becomes clear when many of these ""labor Issues"" are problems western nations also go through, setting up companies in third-world countries in order to exploit the workers. I know it hurts your ego that an Arab nation is rising up after western colonization, but we shall rise and we shall succeed, and our values and norms will not be compromised due to western ideals of Liberalism.",2022-11-24T21:50:31Z,2
"This comment is so funny because you have no idea that theres hundreds more videos about this by creators of all races online. Are you going to cry because I liked this video and im not from the west?

You have no actual argument. And we know by ""western ideals of Liberalism"" you mean basic human rights for lgbtq people and minorities, but guess what? no amount of crying, genocide, or violations, will prevent the existance of lgbtq people in arab countries. 

you will never get rid of us, and our numbers are growing.",2022-11-25T05:41:53Z,
"The dehumanization that the immigrants in Qatar are going through does not change just because of the story being delivered by a white man.  It is true that the westerners colonized countries like my very own country but as much do not undermine the suffering of the people mentioned in the video.

As much as how companies in first-world predominantly white countries are exploiting  people in third-world countries Qatar is not any better than them in what they are doing.

This is not about having an ego it is about having empathy as a human being.",2022-11-24T22:04:04Z,
The qatar world cup is not about football but its now used as an islamic propaganda channel.,2022-11-24T21:46:14Z,1
more like lgbt propaganda,2022-11-25T01:26:55Z,
Qatar & qatari people 👌 👏 😍 👍,2022-11-24T21:45:45Z,0
What’s up with the sad music when interviewing migrant workers lol,2022-11-24T21:44:44Z,4
@Sir Ahmad I agree,2022-11-26T00:31:12Z,
@S.R Cyrem no they are not just come and see youself,2022-11-25T21:40:02Z,
he want it to make it look dramatic lol,2022-11-25T21:39:32Z,
Its because they are being abused,2022-11-24T22:33:13Z,
😒😐🙄 Bull 🤬,2022-11-24T21:42:09Z,0
Best wishes to Qatar 🇶🇦 we love Qatar❤️,2022-11-24T21:39:11Z,0
bruh,2022-11-24T21:36:35Z,0
As am listening.. All I can Think Is this what they did when They Built The pyramids! Credere,2022-11-24T21:29:19Z,4
@The People UK JFK 2.0 did Jesus told that ? And how !,2022-11-24T22:44:08Z,
